[30-40),Work-class, 77516, 4, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, 0
[50-60),Work-class, 238438, 7, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 42, United-States, 0
[40-50),Work-class, 212954, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, United-States, 1
[20-30),Work-class, 56582, 10, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 50, United-States, 0
[60-70),Work-class, 176931, 13, 4, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States, 0
[30-40),Work-class, 188571, 10, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 312500, 5, 11, Divorced, Farming-fishing, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 278404, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 114225, 7, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 60, United-States, 1
[10-20),Work-class, 184016, 10, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, 0
[40-50),Work-class, 183009, 8, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, 1
[50-60),Work-class, 205759, 1, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, 0
[20-30),Work-class, 462294, 6, 12, Never-married, Other-service, Own-child, Black, Male, 0, 0, 44, United-States, 0
[40-50),Work-class, 102085, 8, 9, Divorced, Other-service, Own-child, White, Female, 0, 0, 15, United-States, 0
[50-60),Work-class, 83311, 2, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 30, United-States, 1
[30-40),Work-class, 248694, 8, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 60, United-States, 0
[50-60),Work-class, 190747, 12, 5, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 162988, 11, 6, Divorced, Other-service, Unmarried, White, Female, 0, 0, 25, United-States, 0
[30-40),Work-class, 156890, 13, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 310380, 7, 10, Married-spouse-absent, Adm-clerical, Own-child, Black, Female, 0, 0, 45, United-States, 0
[30-40),Work-class, 172186, 7, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 311497, 4, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 443508, 1, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, 1
[30-40),Work-class, 152156, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, 0
[40-50),Work-class, 155890, 4, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 312528, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 37, United-States, 0
[50-60),Work-class, 282744, 4, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Canada, 0
[20-30),Work-class, 205145, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 401451, 7, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 48, United-States, 1
[20-30),Work-class, 189027, 4, 13, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 35551, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, United-States, 1
[20-30),Work-class, 42706, 7, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, 0
[60-70),Work-class, 106910, 14, 3, Widowed, Other-service, Other-relative, Asian-Pac-Islander, Female, 0, 0, 19, Philippines, 0
[20-30),Work-class, 53245, 12, 5, Separated, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 221672, 3, 14, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 50, United-States, 1
[70-80),Work-class, 71898, 16, 1, Never-married, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 48, Philippines, 0
[50-60),Work-class, 222107, 7, 10, Divorced, Sales, Unmarried, White, Female, 0, 0, 50, United-States, 0
[60-70),Work-class, 277588, 8, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 10, United-States, 0
[40-50),Work-class, 391744, 8, 9, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 418020, 1, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, 1
[20-30),Work-class, 39236, 7, 10, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 8, United-States, 0
[30-40),Work-class, 86808, 4, 13, Never-married, Prof-specialty, Other-relative, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 147640, 14, 3, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, 0, 1902, 40, United-States, 0
[20-30),Work-class, 184756, 7, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 16, United-States, 0
[40-50),Work-class, 191256, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 105943, 8, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 3908, 0, 40, United-States, 0
[40-50),Work-class, 101272, 8, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 32, United-States, 0
[30-40),Work-class, 175023, 8, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 37, United-States, 0
[20-30),Work-class, 357612, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, 0
[20-30),Work-class, 82777, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 30, United-States, 0
[70-80),Work-class, 218521, 7, 10, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 30, United-States, 0
[50-60),Work-class, 179534, 10, 7, Widowed, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 148549, 7, 10, Divorced, Craft-repair, Not-in-family, White, Male, 27828, 0, 56, United-States, 1
[30-40),Work-class, 198069, 8, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 24, United-States, 0
[40-50),Work-class, 236586, 8, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 1
[20-30),Work-class, 167261, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[60-70),Work-class, 160942, 3, 14, Married-civ-spouse, Sales, Husband, White, Male, 3103, 0, 50, United-States, 0
[40-50),Work-class, 107584, 3, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 3908, 0, 50, United-States, 0
[20-30),Work-class, 251854, 7, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, 0
[50-60),Work-class, 302579, 8, 9, Divorced, Other-service, Other-relative, Black, Female, 0, 0, 30, United-States, 0
[40-50),Work-class, 64632, 1, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, 0
[20-30),Work-class, 83141, 4, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 326048, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 83471, 8, 9, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female, 0, 0, 20, United-States, 0
[20-30),Work-class, 170070, 9, 8, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 38, United-States, 0
[20-30),Work-class, 207875, 13, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Mexico, 0
[40-50),Work-class, 119722, 7, 10, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 8, United-States, 0
[10-20),Work-class, 335665, 10, 7, Never-married, Other-service, Other-relative, Black, Female, 0, 0, 24, United-States, 0
[20-30),Work-class, 212522, 8, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, 0
[10-20),Work-class, 42069, 8, 9, Never-married, Transport-moving, Own-child, White, Male, 2176, 0, 45, United-States, 0
[30-40),Work-class, 236396, 8, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 35, United-States, 0
[40-50),Work-class, 159911, 8, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 133833, 7, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 226947, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 174201, 8, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 49707, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, United-States, 0
[30-40),Work-class, 201988, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, 0
[60-70),Work-class, 162347, 2, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 15, United-States, 1
[30-40),Work-class, 182833, 7, 10, Never-married, Exec-managerial, Own-child, Black, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 383603, 7, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 70466, 5, 11, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 184846, 8, 9, Widowed, Machine-op-inspct, Unmarried, White, Female, 0, 0, 60, United-States, 0
[20-30),Work-class, 176756, 4, 13, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 112512, 8, 9, Widowed, Other-service, Own-child, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 137296, 6, 12, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 37821, 7, 10, Divorced, Sales, Unmarried, White, Female, 0, 0, 45, United-States, 0
[20-30),Work-class, 295108, 8, 9, Never-married, Handlers-cleaners, Unmarried, Black, Female, 0, 0, 25, United-States, 0
[40-50),Work-class, 408717, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 255635, 12, 5, Married-civ-spouse, Craft-repair, Husband, Other, Male, 0, 0, 40, Mexico, 0
[40-50),Work-class, 177783, 13, 4, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 50, United-States, 0
[60-70),Work-class, 179400, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 2290, 0, 20, United-States, 0
[30-40),Work-class, 240283, 4, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, 1
[30-40),Work-class, 410034, 6, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, 0
[30-40),Work-class, 180667, 7, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 196332, 8, 9, Never-married, Other-service, Own-child, Black, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 159187, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 35, United-States, 0
[40-50),Work-class, 225065, 16, 1, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, Mexico, 0
[10-20),Work-class, 178147, 8, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 35, United-States, 0
[30-40),Work-class, 272669, 7, 10, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 347491, 5, 11, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 75167, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 55, United-States, 0
[20-30),Work-class, 133373, 8, 9, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[60-70),Work-class, 84737, 8, 9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 35, United-States, 1
[10-20),Work-class, 96483, 8, 9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female, 0, 0, 20, United-States, 0
[50-60),Work-class, 368005, 10, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 36032, 8, 9, Divorced, Protective-serv, Unmarried, Black, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 174215, 1, 16, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 15, United-States, 0
[20-30),Work-class, 228772, 14, 3, Never-married, Machine-op-inspct, Other-relative, White, Female, 0, 0, 40, Mexico, 0
[20-30),Work-class, 242912, 8, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 35, United-States, 0
[40-50),Work-class, 86701, 7, 10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 56, United-States, 1
[30-40),Work-class, 166549, 9, 8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 121622, 3, 14, Never-married, Prof-specialty, Unmarried, White, Female, 0, 1380, 40, United-States, 0
[10-20),Work-class, 201613, 9, 8, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, 0
[30-40),Work-class, 29874, 7, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 168138, 8, 9, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 162404, 4, 13, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 60, United-States, 0
[20-30),Work-class, 139116, 7, 10, Never-married, Other-service, Own-child, Black, Female, 0, 0, 50, United-States, 0
[40-50),Work-class, 192381, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1848, 40, United-States, 1
[30-40),Work-class, 370585, 8, 9, Separated, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 151038, 4, 13, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[70-80),Work-class, 36311, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 20051, 0, 35, United-States, 1
[30-40),Work-class, 271933, 3, 14, Never-married, Exec-managerial, Unmarried, White, Female, 0, 0, 50, United-States, 0
[30-40),Work-class, 182401, 6, 12, Divorced, Adm-clerical, Not-in-family, Black, Male, 0, 0, 40, United-States, 0
[60-70),Work-class, 234743, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 0
[40-50),Work-class, 182140, 8, 9, Separated, Transport-moving, Unmarried, Black, Male, 0, 0, 40, United-States, 0
[60-70),Work-class, 215591, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 40, United-States, 1
[50-60),Work-class, 96459, 13, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 188081, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 121245, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, 1
[10-20),Work-class, 127273, 10, 7, Never-married, Other-service, Other-relative, White, Male, 0, 0, 20, United-States, 0
[20-30),Work-class, 114345, 12, 5, Never-married, Craft-repair, Unmarried, White, Male, 914, 0, 40, United-States, 0
[20-30),Work-class, 341227, 7, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 20, United-States, 0
[40-50),Work-class, 166893, 4, 13, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 145231, 6, 12, Divorced, Adm-clerical, Own-child, White, Female, 0, 1762, 40, United-States, 0
[70-80),Work-class, 102510, 13, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 6418, 0, 99, United-States, 1
[40-50),Work-class, 285335, 13, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 10, United-States, 0
[20-30),Work-class, 177087, 10, 7, Never-married, Adm-clerical, Unmarried, Black, Male, 0, 0, 35, United-States, 0
[40-50),Work-class, 240504, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, 1
[30-40),Work-class, 218490, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 40, United-States, 1
[20-30),Work-class, 384651, 7, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 189551, 8, 9, Divorced, Craft-repair, Own-child, Black, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 194791, 8, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States, 0
[20-30),Work-class, 194630, 4, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 35, United-States, 0
[50-60),Work-class, 177647, 4, 13, Divorced, Exec-managerial, Unmarried, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 51620, 1, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, 0
[30-40),Work-class, 251421, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 180477, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 47, United-States, 0
[40-50),Work-class, 391736, 5, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 170091, 7, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 6, United-States, 0
[30-40),Work-class, 175360, 3, 14, Never-married, Adm-clerical, Not-in-family, White, Male, 13550, 0, 50, United-States, 1
[30-40),Work-class, 276153, 4, 13, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female, 4650, 0, 40, United-States, 0
[50-60),Work-class, 105788, 4, 13, Divorced, Exec-managerial, Unmarried, Black, Female, 0, 0, 50, United-States, 1
[40-50),Work-class, 248476, 7, 10, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 65, United-States, 1
[30-40),Work-class, 168443, 3, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 120201, 8, 9, Divorced, Adm-clerical, Own-child, Other, Female, 0, 0, 65, United-States, 0
[50-60),Work-class, 114678, 8, 9, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 60, United-States, 0
[30-40),Work-class, 167440, 7, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 44, United-States, 0
[30-40),Work-class, 265266, 2, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, Cuba, 1
[30-40),Work-class, 212235, 7, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 45, United-States, 0
[40-50),Work-class, 44671, 4, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 87282, 4, 13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 38, United-States, 0
[20-30),Work-class, 112754, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1485, 60, United-States, 1
[20-30),Work-class, 322238, 8, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 65382, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 0
[60-70),Work-class, 115176, 8, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 65, United-States, 0
[40-50),Work-class, 409902, 8, 9, Never-married, Exec-managerial, Unmarried, Black, Female, 0, 0, 25, United-States, 0
[60-70),Work-class, 204062, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 48, United-States, 1
[30-40),Work-class, 283305, 4, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 435638, 7, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 114733, 6, 12, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 36, United-States, 0
[20-30),Work-class, 162343, 7, 10, Never-married, Adm-clerical, Other-relative, Black, Male, 0, 0, 22, United-States, 0
[40-50),Work-class, 79531, 5, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 1
[40-50),Work-class, 395078, 8, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 159641, 4, 13, Divorced, Exec-managerial, Unmarried, White, Female, 0, 625, 40, United-States, 0
[20-30),Work-class, 159567, 8, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 50, United-States, 0
[50-60),Work-class, 196894, 10, 7, Separated, Handlers-cleaners, Unmarried, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 132879, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 40, United-States, 1
[20-30),Work-class, 190290, 4, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 102828, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 49, United-States, 0
[30-40),Work-class, 128493, 8, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 25, United-States, 0
[30-40),Work-class, 290677, 3, 14, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 20, United-States, 0
[20-30),Work-class, 283757, 7, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 169104, 4, 13, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, 1
[50-60),Work-class, 171409, 7, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 319165, 1, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, 1
[20-30),Work-class, 203182, 4, 13, Never-married, Exec-managerial, Unmarried, White, Female, 0, 0, 30, United-States, 0
[20-30),Work-class, 215384, 4, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 1974, 55, United-States, 0
[20-30),Work-class, 166666, 7, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, 0
[40-50),Work-class, 156566, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 140564, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, 1
[20-30),Work-class, 322208, 7, 10, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, 0
[60-70),Work-class, 420277, 7, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 123430, 10, 7, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 65, Mexico, 0
[40-50),Work-class, 151584, 2, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, 1
[30-40),Work-class, 348960, 6, 12, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, 1
[40-50),Work-class, 168232, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1887, 45, United-States, 1
[40-50),Work-class, 201699, 6, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 1
[30-40),Work-class, 511517, 8, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 118001, 11, 6, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 193961, 7, 10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, 1
[20-30),Work-class, 32732, 7, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 223548, 8, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, Mexico, 0
[30-40),Work-class, 389932, 8, 9, Divorced, Transport-moving, Not-in-family, Black, Male, 0, 0, 55, United-States, 0
[20-30),Work-class, 102345, 7, 10, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 52, United-States, 0
[40-50),Work-class, 107584, 7, 10, Separated, Transport-moving, Not-in-family, White, Male, 0, 0, 35, United-States, 0
[20-30),Work-class, 39478, 7, 10, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 54, United-States, 0
[30-40),Work-class, 276221, 11, 6, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, 0
[70-80),Work-class, 385242, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 9386, 0, 45, United-States, 1
[40-50),Work-class, 235646, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 1
[40-50),Work-class, 123306, 5, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 1
[50-60),Work-class, 38573, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
[20-30),Work-class, 216889, 8, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 386705, 7, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 24, United-States, 0
[40-50),Work-class, 249585, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 30, United-States, 0
[30-40),Work-class, 47276, 4, 13, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 38, United-States, 1
[40-50),Work-class, 162758, 7, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 56, United-States, 1
[40-50),Work-class, 146497, 8, 9, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 190765, 8, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 44, United-States, 0
[20-30),Work-class, 186314, 8, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 213615, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 162322, 5, 11, Never-married, Tech-support, Own-child, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 115932, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 0
[60-70),Work-class, 392694, 7, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, 1
[30-40),Work-class, 143517, 4, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 123429, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, Italy, 1
[50-60),Work-class, 254285, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 1
